ID,Fecha,Latitud,Longitud,Departamento,Provincia,Distrito
SLIP-111,9/01/2018,-13.108952,-72.60849,CUSCO,LA CONVENCION,SANTA TERESA
SLIP-112,9/01/2018,-5.022155,-78.331229,AMAZONAS,BAGUA,IMAZA
SLIP-113,29/11/2017,-13.658709,-71.665273,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS
SLIP-114,23/04/2017,-11.157455,-75.392382,JUNIN,CHANCHAMAYO,SAN RAMON
SLIP-115,1/03/2019,-5.428151,-78.454895,AMAZONAS,BAGUA,ARAMANGO
SLIP-116,3/01/2018,-13.322321,-72.846251,CUSCO,LA CONVENCION,SANTA TERESA
SLIP-117,18/12/2017,-13.778402,-72.983208,APURIMAC,ABANCAY,PICHIRHUA
SLIP-118,8/04/2017,-12.45776,-76.227202,LIMA,YAUYOS,SAN PEDRO DE PILAS
SLIP-119,4/04/2017,-9.587133,-77.525065,ANCASH,HUARAZ,HUARAZ
SLIP-120,3/04/2017,-12.129678,-76.216223,LIMA,HUAROCHIRI,SAN PEDRO DE HUANCAYRE
SLIP-121,31/03/2017,-9.396962,-77.192853,ANCASH,HUARI,HUARI
SLIP-122,15/02/2017,-12.617744,-76.15743,LIMA,YAUYOS,TAURIPAMPA
SLIP-123,7/02/2017,-12.293698,-76.136973,LIMA,YAUYOS,HUAÑEC
SLIP-124,17/03/2017,-11.195289,-76.633095,LIMA,HUARAL,SANTA CRUZ DE ANDAMARCA
SLIP-125,20/02/2017,-12.769861,-76.157957,LIMA,YAUYOS,TAURIPAMPA
SLIP-126,27/02/2017,-12.880975,-75.806054,LIMA,YAUYOS,VIÑAC
SLIP-127,25/01/2017,-11.90187,-76.943707,LIMA,LIMA,SAN JUAN DE LURIGANCHO
SLIP-128,28/03/2017,-10.547896,-77.10722,LIMA,CAJATAMBO,HUANCAPON
SLIP-129,2/02/2017,-11.898413,-76.935937,LIMA,LIMA,SAN JUAN DE LURIGANCHO
SLIP-130,23/02/2017,-12.118221,-75.828841,LIMA,YAUYOS,HUANCAYA
SLIP-131,27/02/2017,-12.861962,-76.020995,LIMA,CAÑETE,ZUÑIGA
SLIP-132,15/03/2017,-12.537052,-76.30832,LIMA,YAUYOS,OMAS
SLIP-133,15/03/2017,-11.877102,-76.550593,LIMA,HUAROCHIRI,SAN MATEO DE OTAO
SLIP-134,15/03/2017,-9.847881,-78.01809,ANCASH,HUARMEY,CULEBRAS
SLIP-135,24/03/2017,-14.215499,-75.203498,ICA,PALPA,TIBILLO
SLIP-136,24/03/2017,-14.184391,-75.192252,ICA,PALPA,TIBILLO
SLIP-137,24/03/2017,-14.23223,-75.200546,ICA,PALPA,TIBILLO
SLIP-138,24/03/2017,-14.123164,-75.133028,ICA,PALPA,TIBILLO
SLIP-139,24/03/2017,-14.126324,-75.185689,ICA,PALPA,TIBILLO
SLIP-140,24/03/2017,-14.089959,-75.174722,ICA,PALPA,TIBILLO
SLIP-141,17/01/2017,-12.448813,-76.213801,LIMA,YAUYOS,SAN PEDRO DE PILAS
SLIP-142,12/02/2017,-12.492051,-76.217653,LIMA,YAUYOS,SAN PEDRO DE PILAS
SLIP-143,27/03/2017,-12.534842,-76.219722,LIMA,YAUYOS,OMAS
SLIP-144,21/03/2017,-12.52863,-76.21549,LIMA,YAUYOS,SAN PEDRO DE PILAS
SLIP-145,27/01/2017,-12.858162,-75.958134,LIMA,YAUYOS,CHOCOS
SLIP-146,21/10/2017,-9.851751,-76.277836,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE
SLIP-147,15/12/2016,-12.406475,-76.570541,LIMA,CAÑETE,CHILCA
SLIP-148,8/02/2017,-12.286459,-76.138285,LIMA,YAUYOS,SAN JOAQUIN
SLIP-149,8/02/2017,-12.252243,-76.130151,LIMA,YAUYOS,SAN JOAQUIN
SLIP-150,8/02/2017,-12.263223,-76.137377,LIMA,YAUYOS,SAN JOAQUIN
SLIP-151,8/02/2017,-12.271759,-76.136055,LIMA,YAUYOS,SAN JOAQUIN
SLIP-152,8/02/2017,-12.230895,-76.071718,LIMA,YAUYOS,SAN JOAQUIN
SLIP-153,8/02/2017,-12.276735,-76.146507,LIMA,YAUYOS,SAN JOAQUIN
SLIP-154,8/02/2017,-12.283395,-76.147303,LIMA,YAUYOS,SAN JOAQUIN
SLIP-155,2/02/2017,-12.342238,-76.328871,LIMA,YAUYOS,QUINOCAY
SLIP-156,17/01/2017,-12.860459,-76.021781,LIMA,CAÑETE,ZUÑIGA
SLIP-157,8/02/2017,-11.142287,-76.623752,LIMA,HUARAL,SANTA CRUZ DE ANDAMARCA
SLIP-158,25/01/2017,-11.223109,-77.308568,LIMA,HUAURA,SAYAN
SLIP-159,8/02/2017,-11.946564,-76.504036,LIMA,HUAROCHIRI,SAN BARTOLOME
SLIP-160,8/02/2017,-11.934327,-76.512359,LIMA,HUAROCHIRI,SAN BARTOLOME
SLIP-161,8/02/2017,-11.906376,-76.502487,LIMA,HUAROCHIRI,SAN BARTOLOME
SLIP-162,8/02/2017,-11.891093,-76.486162,LIMA,HUAROCHIRI,SURCO
SLIP-163,2/02/2017,-11.766352,-76.356597,LIMA,HUAROCHIRI,SAN MATEO
SLIP-164,17/02/2017,-10.462027,-76.246153,PASCO,PASCO,PALLANCHACRA
SLIP-165,17/02/2017,-10.462027,-76.246153,PASCO,PASCO,PALLANCHACRA
SLIP-166,16/02/2017,-9.014595,-78.140209,ANCASH,SANTA,CACERES DEL PERU
SLIP-167,17/01/2017,-12.597431,-75.940871,LIMA,YAUYOS,COLONIA
SLIP-168,17/01/2017,-12.632734,-75.885116,LIMA,YAUYOS,COLONIA
SLIP-169,17/01/2017,-12.636514,-75.724926,LIMA,YAUYOS,COLONIA
SLIP-170,17/01/2017,-12.573242,-75.915083,LIMA,YAUYOS,COLONIA
SLIP-171,17/01/2017,-12.500727,-75.881948,LIMA,YAUYOS,COLONIA
SLIP-172,17/01/2017,-12.56403,-75.90589,LIMA,YAUYOS,COLONIA
SLIP-173,14/03/2019,-11.575633,-75.11466,JUNIN,CONCEPCION,MARISCAL CASTILLA
SLIP-174,14/03/2019,-11.753518,-74.815261,JUNIN,CONCEPCION,ANDAMARCA
SLIP-175,13/03/2019,-4.59949,-79.854653,PIURA,AYABACA,MONTERO
SLIP-176,12/03/2019,-5.338782,-79.527061,PIURA,HUANCABAMBA,SONDORILLO
SLIP-177,12/03/2019,-5.338782,-79.527061,PIURA,HUANCABAMBA,SONDORILLO
SLIP-178,22/03/2019,-12.793912,-73.620725,CUSCO,LA CONVENCION,KIMBIRI
SLIP-179,19/03/2019,-12.791692,-73.622005,CUSCO,LA CONVENCION,KIMBIRI
SLIP-180,1/03/2019,-7.153611111,-78.51222222,CAJAMARCA,CAJAMARCA,CAJAMARCA
SLIP-181,2/03/2019,-13.63888889,-72.8925,APURIMAC,ABANCAY,ABANCAY
SLIP-182,2/03/2019,-6.483883,-76.386567,SAN MARTIN,SAN MARTIN,MORALES
SLIP-183,3/03/2019,-6.547705,-78.029278,AMAZONAS,LUYA,COCABAMBA
SLIP-184,3/03/2019,-14.204224,-73.346581,APURIMAC,AYMARAES,SAÑAYCA
SLIP-185,3/03/2019,-14.018175,-73.447279,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA
SLIP-186,3/03/2019,-7.809931,-77.687266,LA LIBERTAD,SANCHEZ CARRION,COCHORCO
SLIP-187,3/03/2019,-14.006546,-73.54824,APURIMAC,ANDAHUAYLAS,HUAYANA
SLIP-188,4/03/2019,-14.288278,-73.256713,APURIMAC,AYMARAES,CHALHUANCA
SLIP-189,4/03/2019,-13.623987,-72.871606,APURIMAC,ABANCAY,TAMBURCO
SLIP-190,7/03/2019,-7.689252,-78.443332,LA LIBERTAD,OTUZCO,HUARANCHAL
SLIP-191,7/03/2019,-11.357254,-75.32587,JUNIN,JAUJA,MONOBAMBA
SLIP-192,7/03/2019,-10.035757,-76.215446,HUANUCO,AMBO,CONCHAMARCA
SLIP-193,8/03/2019,-14.14754,-69.690977,PUNO,SANDIA,LIMBANI
SLIP-194,13/03/2019,-10.327792,-76.183481,HUANUCO,AMBO,SAN RAFAEL
SLIP-195,13/03/2019,-13.794956,-70.471862,PUNO,CARABAYA,OLLACHEA
SLIP-196,15/03/2019,-6.838998,-78.245573,CAJAMARCA,CELENDIN,HUASMIN
SLIP-197,15/03/2019,-9.018227,-77.876168,ANCASH,HUAYLAS,HUATA
SLIP-198,16/03/2019,-9.540695,-76.740875,HUANUCO,HUAMALIES,JACAS GRANDE
SLIP-199,8/02/2019,-8.437186,-78.1781,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO
SLIP-200,17/08/2019,-10.641123,-75.953937,PASCO,PASCO,HUACHON
SLIP-201,20/03/2019,-12.618562,-73.790274,CUSCO,LA CONVENCION,KIMBIRI
SLIP-202,20/03/2019,-10.219645,-77.070697,ANCASH,BOLOGNESI,PACLLON
SLIP-203,20/03/2019,-8.121324,-77.357191,LA LIBERTAD,PATAZ,BULDIBUYO
SLIP-204,20/03/2019,-7.641269,-78.548566,LA LIBERTAD,GRAN CHIMU,LUCMA
SLIP-205,21/03/2019,-8.428348,-77.236883,LA LIBERTAD,PATAZ,HUANCASPATA
SLIP-206,21/03/2019,-14.790947,-70.356789,PUNO,AZANGARO,ASILLO
SLIP-207,21/03/2019,-6.225416,-77.864742,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS
SLIP-208,24/03/2019,-13.174773,-72.559,CUSCO,URUBAMBA,MACHUPICCHU
SLIP-209,26/03/2019,-12.617766,-73.788643,CUSCO,LA CONVENCION,KIMBIRI
SLIP-210,27/03/2019,-9.830567,-76.850512,HUANUCO,DOS DE MAYO,RIPAN
SLIP-211,30/03/2019,-12.801295,-73.67453,AYACUCHO,LA MAR,SAMUGARI
SLIP-212,31/03/2019,-11.312935,-74.681471,JUNIN,SATIPO,COVIRIALI
SLIP-213,31/03/2019,-11.330304,-74.534125,JUNIN,SATIPO,MAZAMARI
SLIP-214,31/03/2019,-11.13119,-74.022035,JUNIN,SATIPO,RIO TAMBO
SLIP-215,31/03/2019,-11.736279,-74.022035,JUNIN,SATIPO,MAZAMARI
